"","User ID","Age","Gender","Income","Region","Persona","Product","Awareness","BP_For_Me_0_10","BP_Fits_Budget_0_10","BP_Tastes_Great_0_10","BP_Good_To_Share_0_10","BP_Like_Logo_0_10","BP_Special_Occasions_0_10","BP_Everyday_Snack_0_10","BP_Healthy_0_10","BP_Delicious_0_10","BP_Right_Amount_0_10","BP_Relaxing_0_10","Consideration","Consumption","Satisfaction","Advocacy"
"12560","id_560",62,"Female",79000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12561","id_561",31,"Female",138000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12562","id_562",47,"Female",112000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12563","id_563",56,"Male",29000,"South","Savvy Samantha","Ice_Cream_Dough_Cookies",1,0,0,2,2,3,1,4,5,2,0,7,1,1,1.05217048208651,0
"12564","id_564",56,"Female",144000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",1,1,2,0,1,0,3,0,8,5,0,3,1,0,NA,NA
"12565","id_565",30,"Female",92000,"Midwest","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,6,5,1,3,6,6,3,4,0,1,6,0,NA,NA,NA
"12566","id_566",79,"Female",118000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12567","id_567",71,"Female",57000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12568","id_568",51,"Female",14000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12569","id_569",53,"Female",75000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12570","id_570",53,"Female",33000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12571","id_571",63,"Female",102000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12572","id_572",50,"Female",61000,"Midwest","Savvy Samantha","Ice_Cream_Dough_Cookies",1,0,1,1,7,3,3,1,6,0,0,7,0,NA,NA,NA
"12573","id_573",63,"Male",34000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12574","id_574",38,"Female",133000,"Midwest","Old School Oliver","Ice_Cream_Dough_Cookies",1,0,1,1,4,0,6,3,7,6,0,1,0,NA,NA,NA
"12575","id_575",58,"Female",92000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12576","id_576",19,"Female",82000,"Midwest","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12577","id_577",64,"Female",34000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12578","id_578",25,"Female",24000,"South","Easygoing Edith","Ice_Cream_Dough_Cookies",1,0,0,1,2,3,3,2,2,2,3,3,1,1,2.34999464947857,0
"12579","id_579",61,"Male",94000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12580","id_580",55,"Male",65000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",1,0,4,0,2,0,4,0,4,2,7,8,1,0,NA,NA
"12581","id_581",78,"Male",144000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12582","id_582",57,"Male",117000,"Midwest","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12583","id_583",63,"Male",54000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,1,0,4,3,0,0,2,3,0,0,3,1,0,NA,NA
"12584","id_584",33,"Female",59000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12585","id_585",66,"Male",146000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12586","id_586",84,"Male",128000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12587","id_587",55,"Female",138000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12588","id_588",62,"Female",29000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12589","id_589",30,"Male",28000,"South","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12590","id_590",92,"Male",138000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12591","id_591",87,"Female",148000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12592","id_592",22,"Male",75000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12593","id_593",43,"Female",18000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12594","id_594",70,"Male",84000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",1,0,3,2,4,4,3,0,6,1,7,2,0,NA,NA,NA
"12595","id_595",61,"Female",136000,"Midwest","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12596","id_596",79,"Female",149000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12597","id_597",33,"Male",119000,"South","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12598","id_598",21,"Male",136000,"South","Righteous Reviewer","Ice_Cream_Dough_Cookies",1,2,1,3,1,6,0,3,5,3,0,8,0,NA,NA,NA
"12599","id_599",36,"Female",81000,"South","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12600","id_600",64,"Female",57000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12601","id_601",75,"Male",129000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12602","id_602",70,"Male",55000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12603","id_603",80,"Female",106000,"Midwest","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12604","id_604",48,"Female",46000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",1,0,2,1,3,3,4,0,6,6,0,4,1,0,NA,NA
"12605","id_605",85,"Male",104000,"Midwest","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12606","id_606",80,"Female",16000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12607","id_607",27,"Female",135000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12608","id_608",46,"Male",87000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12609","id_609",43,"Male",26000,"South","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12610","id_610",71,"Male",144000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12611","id_611",42,"Male",47000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12612","id_612",92,"Male",14000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12613","id_613",92,"Male",61000,"Midwest","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12614","id_614",36,"Female",78000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12615","id_615",50,"Female",115000,"Northeast","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12616","id_616",32,"Female",84000,"South","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12617","id_617",84,"Male",130000,"South","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12618","id_618",30,"Female",104000,"South","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12619","id_619",54,"Male",50000,"Northeast","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12620","id_620",65,"Female",126000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12621","id_621",73,"Male",49000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12622","id_622",23,"Female",77000,"Midwest","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12623","id_623",73,"Male",104000,"Midwest","Righteous Reviewer","Ice_Cream_Dough_Cookies",1,1,1,2,4,2,3,4,1,4,2,3,0,NA,NA,NA
"12624","id_624",76,"Female",99000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12625","id_625",40,"Male",72000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",1,3,0,2,2,4,8,4,5,4,3,5,0,NA,NA,NA
"12626","id_626",28,"Male",115000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12627","id_627",75,"Female",31000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12628","id_628",44,"Female",108000,"Northeast","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12629","id_629",76,"Female",110000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,5,5,2,2,4,8,3,6,1,1,3,0,NA,NA,NA
"12630","id_630",74,"Male",123000,"Northeast","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12631","id_631",67,"Female",15000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12632","id_632",29,"Male",69000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12633","id_633",18,"Male",125000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,0,3,1,6,6,3,0,9,0,1,4,0,NA,NA,NA
"12634","id_634",19,"Male",28000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12635","id_635",40,"Female",35000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12636","id_636",67,"Male",21000,"South","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12637","id_637",87,"Female",143000,"Midwest","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12638","id_638",79,"Male",44000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12639","id_639",31,"Female",66000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12640","id_640",89,"Male",66000,"Northeast","Old School Oliver","Ice_Cream_Dough_Cookies",1,3,3,4,3,4,6,2,5,5,2,5,0,NA,NA,NA
"12641","id_641",38,"Female",69000,"South","Easygoing Edith","Ice_Cream_Dough_Cookies",1,2,3,2,0,2,2,2,7,6,0,4,1,1,2.24690040409651,0
"12642","id_642",73,"Male",141000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12643","id_643",47,"Female",140000,"Midwest","Millenial Muncher","Ice_Cream_Dough_Cookies",1,1,2,1,0,4,4,0,3,7,1,4,1,1,2.27900955027814,0
"12644","id_644",80,"Female",31000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12645","id_645",70,"Female",147000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12646","id_646",52,"Male",75000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12647","id_647",23,"Male",146000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12648","id_648",92,"Female",26000,"Northeast","Old School Oliver","Ice_Cream_Dough_Cookies",1,4,2,4,4,5,3,0,6,5,0,3,0,NA,NA,NA
"12649","id_649",78,"Female",137000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12650","id_650",37,"Female",25000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",1,0,2,4,6,6,1,4,4,4,0,2,1,1,1.60945789227006,1
"12651","id_651",56,"Male",70000,"Northeast","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12652","id_652",65,"Male",147000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,2,1,2,0,4,1,4,8,0,4,5,1,0,NA,NA
"12653","id_653",69,"Male",78000,"Midwest","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12654","id_654",20,"Male",30000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12655","id_655",78,"Female",148000,"South","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12656","id_656",82,"Female",41000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12657","id_657",63,"Female",99000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12658","id_658",30,"Male",52000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12659","id_659",81,"Male",127000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",1,2,0,4,6,3,0,0,2,5,6,5,0,NA,NA,NA
"12660","id_660",75,"Female",113000,"Northeast","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12661","id_661",43,"Male",138000,"South","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12662","id_662",74,"Female",115000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12663","id_663",40,"Male",140000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12664","id_664",59,"Male",115000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12665","id_665",27,"Female",131000,"Midwest","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12666","id_666",18,"Female",144000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12667","id_667",21,"Female",107000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12668","id_668",80,"Female",72000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,4,0,3,4,5,2,2,4,2,4,1,1,0,NA,NA
"12669","id_669",51,"Female",119000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12670","id_670",77,"Male",32000,"Northeast","Righteous Reviewer","Ice_Cream_Dough_Cookies",1,3,3,1,2,2,4,2,6,3,3,2,0,NA,NA,NA
"12671","id_671",23,"Male",43000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",1,3,0,0,2,6,2,5,1,7,7,1,0,NA,NA,NA
"12672","id_672",47,"Male",71000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12673","id_673",37,"Male",52000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12674","id_674",79,"Female",132000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",1,2,2,0,2,1,4,1,9,2,1,5,1,1,3.33640882633559,0
"12675","id_675",68,"Female",36000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12676","id_676",89,"Female",58000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12677","id_677",46,"Female",102000,"Midwest","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12678","id_678",73,"Male",82000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",1,0,0,4,6,4,1,2,5,1,3,3,0,NA,NA,NA
"12679","id_679",55,"Male",107000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12680","id_680",24,"Female",115000,"South","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12681","id_681",50,"Female",137000,"West","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12682","id_682",18,"Male",119000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12683","id_683",63,"Female",58000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12684","id_684",74,"Male",41000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12685","id_685",54,"Male",68000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12686","id_686",90,"Male",70000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12687","id_687",75,"Female",62000,"Northeast","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12688","id_688",34,"Female",44000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12689","id_689",59,"Male",52000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",1,3,1,0,3,5,5,5,3,0,3,5,0,NA,NA,NA
"12690","id_690",32,"Male",87000,"South","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12691","id_691",85,"Female",66000,"Northeast","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12692","id_692",86,"Female",85000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12693","id_693",92,"Female",80000,"Midwest","Righteous Reviewer","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12694","id_694",36,"Female",43000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12695","id_695",86,"Male",42000,"West","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12696","id_696",54,"Male",94000,"West","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12697","id_697",63,"Male",123000,"Northeast","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12698","id_698",87,"Male",76000,"South","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12699","id_699",26,"Male",65000,"West","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12700","id_700",35,"Female",77000,"Northeast","Old School Oliver","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12701","id_701",66,"Female",23000,"Midwest","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12702","id_702",59,"Female",95000,"Midwest","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12703","id_703",86,"Male",51000,"Northeast","Savvy Samantha","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12704","id_704",80,"Female",104000,"South","Mainstream Maynard","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12705","id_705",58,"Male",29000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12706","id_706",38,"Male",55000,"West","Easygoing Edith","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12707","id_707",72,"Female",136000,"Northeast","Millenial Muncher","Ice_Cream_Dough_Cookies",1,5,3,2,0,3,2,1,3,0,0,6,0,NA,NA,NA
"12708","id_708",78,"Male",103000,"West","Millenial Muncher","Ice_Cream_Dough_Cookies",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
